,Unit,Group.Name.Partner,Date.and.Time,Borough,LocationType,Location,Event.Name,Event.Type,Category,Classification,Audience,Attendance,pmam,time,lon,lat
3133,Recreation,Movies Under the Stars,09/24/2021 08:00:00 PM,Staten Island,Park,Conference House Park,Monsters Inc,Community Based Event,Mobile Unit,Tier 1,General Public,25,PM,2021-09-24 20:00:00,-74.2512474,40.5005834
3134,Recreation,,09/24/2021 08:30:00 PM,Brooklyn,Park,Sunset Park,Hands of Stone (2016),Community Based Event,Mobile Unit,M.U.T.S,General Public,60,PM,2021-09-24 20:30:00,-74.00933479999999,40.65272
3135,Recreation,,09/25/2021 10:00:00 AM,Queens,Other,Bayside Fields,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,Play,General Public,0,AM,2021-09-25 10:00:00,-73.78544509999999,40.7722577
3136,Recreation,,09/25/2021 11:00:00 AM,Bronx,Playground,Seton Park,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,100,AM,2021-09-25 11:00:00,-73.9165092,40.885941
3137,Recreation,"Arts, Culture, and Fun",09/25/2021 12:00:00 PM,Manhattan,Playground,Alfred E. Smith Playground,ACF Paint and Picnic,Community Based Event,Arts/Culture,AC&F,General Public,15,PM,2021-09-26 00:00:00,-73.9973097,40.7110333
3138,Recreation,,09/25/2021 07:00:00 PM,Brooklyn,Park,Cooper Park,The Boss Baby: Family Business (2021),Community Based Event,Mobile Unit,Cool Pools,General Public,100,PM,2021-09-25 19:00:00,,
3139,Recreation,,09/25/2021 07:00:00 PM,Queens,Other,Bayside Fields,Peter Rabbit 2: The Runaway (2021),Community Based Event,Mobile Unit,M.U.T.S,General Public,55,PM,2021-09-25 19:00:00,-73.78544509999999,40.7722577
3140,Recreation,Council Member Ben Kallos and MOME,09/25/2021 07:00:00 PM,Manhattan,Playground,"Martin Luther King, Jr. Playground",MUTS: The Sun is Also a Star,Community Based Event,Mobile Unit,M.U.T.S,General Public,30,PM,2021-09-25 19:00:00,-73.9504937,40.80031779999999
3141,Public Programs,,09/25/2021 07:00:00 PM,Bronx,Park,Seton Park,Movies Under the Stars - Onward,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,20,PM,2021-09-25 19:00:00,-73.9165092,40.885941
3142,Recreation,Movies Under the Stars,09/25/2021 08:00:00 PM,Staten Island,Park,Willowbrook Park,peter rabbit 2,Community Based Event,Mobile Unit,M.U.T.S,General Public,45,PM,2021-09-25 20:00:00,-74.1583113,40.6008954
3143,Recreation,,09/26/2021 10:00:00 AM,Queens,Park,Francis Lewis Park,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,Play,General Public,23,AM,2021-09-26 10:00:00,-73.824516,40.7965619
3144,Urban Park Rangers,General Public,09/26/2021 12:00:00 PM,Bronx,Park,Pelham Bay Park,Native American Festival,Community Based Event,Family Festival,,General Public,138,PM,2021-09-27 00:00:00,-73.81011029999999,40.8667516
3145,Recreation,,09/26/2021 07:00:00 PM,Brooklyn,Park,Carroll Park,The Edge of Seventeen (2016),Community Based Event,Mobile Unit,M.U.T.S,General Public,25,PM,2021-09-26 19:00:00,-75.2345117,39.9720513
3146,Recreation,,09/28/2021 11:00:00 AM,Bronx,Park,Lyons Square Park,POP UP EVENT,Community Based Event,Mobile Unit,Play,General Public,0,AM,2021-09-28 11:00:00,-73.8880312,40.822866
3147,Recreation,Valerie Deas City Artist Corp Grantee,09/28/2021 03:00:00 PM,Bronx,Park,Poe Park,Mixed Media Dry Art,Agency Produced Event,Arts/Culture,Summer 2020,General Public,15,PM,2021-09-28 15:00:00,-73.8945473,40.8648137
3148,Recreation,"Arts, Culture, and Fun",09/28/2021 03:00:00 PM,Manhattan,Playground,Dr. Ronald E. McNair Playground,ACF Drawing Workshop,Community Based Event,Arts/Culture,AC&F,General Public,0,PM,2021-09-28 15:00:00,-73.93809720000002,40.8025008
3149,Recreation,PS 107,09/29/2021 10:00:00 AM,Bronx,Park,Soundview Park,Monologues and Theater Games for Kids,Agency Produced Event,Arts/Culture,Summer 2020,Children,0,AM,2021-09-29 10:00:00,-73.8750973,40.8171726
3150,Recreation,,09/29/2021 11:00:00 AM,Bronx,Playground,Playground 52 LII,POP UP SITE,Community Based Event,Mobile Unit,Play,General Public,85,AM,2021-09-29 11:00:00,-73.90172930000001,40.8149202
3151,Recreation,Art Culture & Fun,09/29/2021 03:00:00 PM,Bronx,Playground,Poe Park Visitor Center,ACF ART WORKSHOP,Local Event,Arts/Culture,,Children;#Young Adult;#Adults,18,PM,2021-09-29 15:00:00,-73.89466879999999,40.86509179999999
3152,Recreation,ACF art Students League,09/29/2021 03:00:00 PM,Bronx,Playground,Playground for All Children,Watercolor Art with Kalila,Agency Produced Event,Arts/Culture,AC&F,General Public,8,PM,2021-09-29 15:00:00,-73.8489647,40.7413416
3153,Recreation,Art Students League and Arts Culture and Fun,09/30/2021 05:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,ACF Painting Under the Stars,Community Based Event,Arts/Culture,AC&F,General Public,13,PM,2021-09-30 17:00:00,-73.9394781,40.81295069999999
3154,Recreation,MOME and Council Member Johnson,09/30/2021 06:30:00 PM,Manhattan,Park,Chelsea Park,MUTS: Captain Marvel,Community Based Event,Mobile Unit,M.U.T.S,General Public,55,PM,2021-09-30 18:30:00,,
3155,Recreation,,09/30/2021 07:00:00 PM,Brooklyn,Playground,Brighton Playground,Brighton Beach Memoirs (1986),Community Based Event,Mobile Unit,M.U.T.S,General Public,40,PM,2021-09-30 19:00:00,,
3156,Recreation,ADAPT Community Network,10/01/2021 11:00:00 AM,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,Summer 2020,Adaptive,16,AM,2021-10-01 11:00:00,-73.8945473,40.8648137
3157,Recreation,,10/01/2021 05:30:00 PM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Latin Summer Night,Agency Produced Event,Arts/Culture,Dance,General Public,41,PM,2021-10-01 17:30:00,-73.942442,40.82430799999999
3158,Recreation,MOME,10/01/2021 06:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Highbridge Film Festival: Selena,Community Based Event,Arts/Culture,M.U.T.S,General Public,28,PM,2021-10-01 18:00:00,-73.93419,40.842804
3159,Recreation,MOME and Council Member Rivera,10/01/2021 06:30:00 PM,Manhattan,Park,Thomas Jefferson Park,MUTS: Infinity War,Community Based Event,Mobile Unit,M.U.T.S,General Public,65,PM,2021-10-01 18:30:00,-73.9352341,40.7933578
3160,Recreation,CM Vallone,10/01/2021 06:45:00 PM,Queens,Park,Francis Lewis Park,Halloweentown (1998),Community Based Event,Mobile Unit,M.U.T.S,General Public,95,PM,2021-10-01 18:45:00,-73.824516,40.7965619
3161,Public Programs,CM Gibson,10/01/2021 07:00:00 PM,Bronx,Park,Macombs Dam Park,Movies Under the Stars - Wonder Woman 1984,Community Based Event,Mobile Unit,M.U.T.S,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,30,PM,2021-10-01 19:00:00,-73.92969099999999,40.827516
3162,Recreation,,10/01/2021 07:00:00 PM,Brooklyn,Park,Maria Hernandez Park,Blancanieves (2012),Community Based Event,Mobile Unit,M.U.T.S,General Public,50,PM,2021-10-01 19:00:00,-73.9238611,40.70312819999999
3163,Recreation,Movies Under the Stars,10/01/2021 08:00:00 PM,Staten Island,Park,Lemon Creek Park,Hocus Pocus,Community Based Event,Mobile Unit,Play,General Public,25,PM,2021-10-01 20:00:00,-74.19748799999999,40.5116427
3164,Recreation,,10/02/2021 11:00:00 AM,Queens,Playground,Grover Cleveland Playground,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,Play,General Public,19,AM,2021-10-02 11:00:00,-73.9111313,40.7108402
3165,Urban Park Rangers,,10/02/2021 12:00:00 PM,Bronx,Park,St. James Park,Bronx Fit Fest,Agency Produced Event,Nature,,General Public,175,PM,2021-10-03 00:00:00,,
3166,Recreation,Council Member Rivera,10/02/2021 01:00:00 PM,Manhattan,Park,John Jay Park,Family Fun Day,Community Based Event,Family Festival,Play,General Public,116,PM,2021-10-02 13:00:00,-73.9495306,40.7691902
3167,Recreation,,10/02/2021 06:30:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,The Hurt We Share Outdoors Movie & Panel Discussion,Community Based Event,Arts/Culture,Movies,General Public,100,PM,2021-10-02 18:30:00,-73.93419,40.842804
3168,Recreation,PfP - Simone Satchell,10/02/2021 06:30:00 PM,Queens,Park,Queensbridge Park,Addams Family (2019),Community Based Event,Mobile Unit,M.U.T.S,General Public,43,PM,2021-10-02 18:30:00,-73.9486111,40.7566667
3169,Public Programs,,10/02/2021 07:00:00 PM,Bronx,Park,Haffen Park,Movies Under the Stars - Boo! A Madea Halloween,Community Based Event,Mobile Unit,M.U.T.S,Young Adult;#Adults;#Teens;#Adaptive;#Seniors,15,PM,2021-10-02 19:00:00,-73.8391073,40.8736837
3170,Recreation,,10/02/2021 07:00:00 PM,Brooklyn,Park,Marine Park,Maleficent: Mistress of Evil (2019),Community Based Event,Mobile Unit,M.U.T.S,General Public,120,PM,2021-10-02 19:00:00,-73.93318649999999,40.6113817
3171,Recreation,MOME,10/02/2021 07:00:00 PM,Manhattan,Park,Bellevue South Park,MUTS: Yesterday,Community Based Event,Mobile Unit,M.U.T.S,General Public,95,PM,2021-10-02 19:00:00,-73.9781055,40.7399022
3172,Recreation,Movies Under the Stars,10/02/2021 08:00:00 PM,Staten Island,Park,Willowbrook Park,The Addams Family,Community Based Event,Mobile Unit,Movies,General Public,5,PM,2021-10-02 20:00:00,-74.1583113,40.6008954
3173,Recreation,,10/03/2021 11:00:00 AM,Queens,Playground,Uncle Vito E. Maranzano Glendale Playground,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,Play,General Public,38,AM,2021-10-03 11:00:00,-73.8817838,40.7050125
3174,Recreation,,10/03/2021 07:00:00 PM,Brooklyn,Park,Cadman Plaza Park,Cruella (2021),Community Based Event,Mobile Unit,M.U.T.S,General Public,90,PM,2021-10-03 19:00:00,-73.9906433,40.6976723
3175,Recreation,,10/06/2021 03:00:00 PM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Arts Culture Fun Watercolor Painting,Community Based Event,Arts/Culture,,Children;#Young Adult;#Adults;#Tot;#Teens;#Seniors;#General Public,22,PM,2021-10-06 15:00:00,-73.8786095,40.8766525
3176,Recreation,ACF & Art Students League,10/06/2021 03:00:00 PM,Bronx,Park,St. Mary's Park,ACF Watercolor Class with John Vargas,Agency Produced Event,Arts/Culture,AC&F,General Public,2,PM,2021-10-06 15:00:00,-73.9120243,40.8117387
3177,Recreation,"Arts, Culture, and Fun and Art Students League",10/07/2021 05:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,ACF: Art Workshop,Community Based Event,Arts/Culture,AC&F,General Public,11,PM,2021-10-07 17:00:00,-73.9394781,40.81295069999999
3178,Recreation,ADAPT Community Network,10/08/2021 10:30:00 AM,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,,Adaptive,15,AM,2021-10-08 10:30:00,-73.8945473,40.8648137
3179,Recreation,MOME,10/08/2021 06:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,MUTS: Coco,Community Based Event,Mobile Unit,M.U.T.S,General Public,88,PM,2021-10-08 18:00:00,-73.93419,40.842804
3180,Recreation,CM Holden,10/08/2021 06:30:00 PM,Queens,Park,Juniper Valley Park,Monster House (2006),Community Based Event,Mobile Unit,M.U.T.S,General Public,460,PM,2021-10-08 18:30:00,-73.8796677,40.7204799
3181,Recreation,MOME,10/08/2021 06:30:00 PM,Manhattan,Park,Corlears Hook Park,MUTS: The Little Mermaid,Community Based Event,Mobile Unit,M.U.T.S,General Public,105,PM,2021-10-08 18:30:00,-73.9797222,40.71166669999999
3182,Recreation,,10/08/2021 06:45:00 PM,Brooklyn,Park,Carroll Park,Love and Monsters (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,45,PM,2021-10-08 18:45:00,-75.2345117,39.9720513
3183,Public Programs,,10/08/2021 07:00:00 PM,Bronx,Park,Bronx Park,Movies Under the Stars - Goonies,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,20,PM,2021-10-08 19:00:00,-73.87582050000002,40.856642
3184,Recreation,Movies Under the Stars,10/08/2021 07:00:00 PM,Staten Island,Playground,Naples Playground,The Boss Baby,Community Based Event,Mobile Unit,Movies,General Public,245,PM,2021-10-08 19:00:00,,
3185,Urban Park Rangers,General Public,10/09/2021 02:00:00 PM,Queens,Park,Brookville Park,Brookville Park Fall Festival,Agency Produced Event,Family Festival,,General Public,54,PM,2021-10-09 14:00:00,-73.74318389999999,40.6628115
3186,Recreation,,10/09/2021 06:30:00 PM,Brooklyn,Playground,Colonel David Marcus Playground,Scoob! (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,70,PM,2021-10-09 18:30:00,-73.9688434,40.6101672
3187,Public Programs,,10/09/2021 07:00:00 PM,Bronx,Playground,Cedar Playground,Movies Under the Stars - The Addams Family,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,15,PM,2021-10-09 19:00:00,,
3188,Recreation,Movies Under the Star,10/09/2021 07:00:00 PM,Staten Island,Park,Clove Lakes Park,Abbott and Costello Meet Frankenstein,Community Based Event,Mobile Unit,Movies,General Public,37,PM,2021-10-09 19:00:00,-74.11163979999999,40.6186608
3189,Urban Park Rangers,Urban Advantage/ Staten Island Zoo,10/10/2021 11:00:00 AM,Staten Island,Park,Barrett Park,Urban Advantage: Family Science Day,Local Event,Nature,,General Public,80,AM,2021-10-10 11:00:00,,
3190,Recreation,Forest Park & Highland Admin.,10/10/2021 06:30:00 PM,Queens,Park,Highland Park,Cruella (2021),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-10-10 18:30:00,,
3191,Recreation,,10/10/2021 06:30:00 PM,Brooklyn,Park,Sunset Park,Rhymes for Young Ghouls (2013),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-10-10 18:30:00,-74.00933479999999,40.65272
3192,Urban Park Rangers,CM Brooks-Powers,10/11/2021 12:00:00 PM,Queens,Park,Bayswater Park,Bayswater Fall Festival,Agency Produced Event,Family Festival,,General Public,200,PM,2021-10-12 00:00:00,-73.7691138,40.599056
3193,Public Programs,,10/13/2021 11:00:00 AM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Toddler Fall Festival,Community Based Event,Family Festival,,Tot,30,AM,2021-10-13 11:00:00,-73.8786095,40.8766525
3194,Recreation,ACF,10/13/2021 03:00:00 PM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Arts Culture Fun Watercolor Painting,Community Based Event,Arts/Culture,,Children;#Tot;#Adults;#Teens;#Seniors,19,PM,2021-10-13 15:00:00,-73.8786095,40.8766525
3195,Recreation,ACF & Art Students League,10/13/2021 03:00:00 PM,Bronx,Park,St. Mary's Park,ACF Watercolor Art with Jogn Vargas,Agency Produced Event,Arts/Culture,,General Public,10,PM,2021-10-13 15:00:00,-73.9120243,40.8117387
3196,Recreation,,10/14/2021 03:00:00 PM,Manhattan,Park,Andrew Haswell Green Park,Gabriel Chakarji Jazz Concert,Community Based Event,Performance,Music,General Public,180,PM,2021-10-14 15:00:00,-73.9574008,40.7596492
3197,Recreation,,10/14/2021 05:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,ACF Paint Nights,Community Based Event,Arts/Culture,AC&F,General Public,13,PM,2021-10-14 17:00:00,-73.9394781,40.81295069999999
3198,Recreation,Jazz Foundation of America,10/14/2021 06:00:00 PM,Manhattan,Park,Marcus Garvey Park,ACF Rene McLeanJazz Concert,Community Based Event,Performance,AC&F,General Public,250,PM,2021-10-14 18:00:00,-73.9437629,40.8044257
3199,Recreation,ADAPT Community Network,10/15/2021 11:00:00 AM,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,Summer 2020,Adaptive,18,AM,2021-10-15 11:00:00,-73.8945473,40.8648137
3200,Recreation,,10/15/2021 06:00:00 PM,Queens,Park,Tudor Park,Bill and Ted: Face the Music (2021),Community Based Event,Mobile Unit,M.U.T.S,General Public,20,PM,2021-10-15 18:00:00,-73.854767,40.6734407
3201,Recreation,MOME,10/15/2021 06:30:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,MUTS In the Heights,Community Based Event,Mobile Unit,M.U.T.S,General Public,215,PM,2021-10-15 18:30:00,-73.93419,40.842804
3202,Recreation,,10/15/2021 06:30:00 PM,Brooklyn,Park,Msgr. McGolrick Park,Scary Stories To Tell In The Dark (2019),Community Based Event,Mobile Unit,M.U.T.S,General Public,100,PM,2021-10-15 18:30:00,-73.9433497,40.7244763
3203,Public Programs,,10/15/2021 06:45:00 PM,Bronx,Park,Joyce Kilmer Park,Movies Under the Stars - Hocus Pocus,Community Based Event,Mobile Unit,M.U.T.S,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,185,PM,2021-10-15 18:45:00,-73.9224792,40.8286949
3204,Recreation,,10/16/2021 12:00:00 AM,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Breast Cancer Awareness Day,Community Based Event,Fitness,Fitness,General Public,25,AM,2021-10-16 12:00:00,-73.9814913,40.7199522
3205,Recreation,,10/16/2021 12:00:00 AM,Manhattan,Park,St. Catherine's Park,Family Fall Day,Community Based Event,Family Festival,Play,General Public;#Children,1800,AM,2021-10-16 12:00:00,-73.95871799999999,40.7651929
3206,Urban Park Rangers,General Public; Forest Park Trust,10/16/2021 12:00:00 PM,Queens,Park,Forest Park,Forest Park Fall Festival,Agency Produced Event,Family Festival,,General Public,120,PM,2021-10-17 00:00:00,,
3207,Recreation,Peach and Frog Theater,10/16/2021 02:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Tinkerbell,Community Based Event,Performance,Play,General Public,25,PM,2021-10-16 14:00:00,-73.9756582,40.7361601
3208,Recreation,,10/16/2021 06:00:00 PM,Queens,Park,Rainey Park,Batman (1988),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-10-16 18:00:00,-73.9407026,40.7661129
3209,Recreation,,10/16/2021 06:30:00 PM,Brooklyn,Park,Sunset Park,Coco (2017),Community Based Event,Mobile Unit,M.U.T.S,General Public,0,PM,2021-10-16 18:30:00,-74.00933479999999,40.65272
3210,Recreation,,10/17/2021 07:00:00 PM,Brooklyn,Park,Cooper Park,A Quiet Place ll (2020),Community Based Event,Mobile Unit,M.U.T.S,General Public,50,PM,2021-10-17 19:00:00,,
3211,Recreation,ACF & Art Students League,10/20/2021 03:00:00 PM,Bronx,Park,St. Mary's Park,ACF ART WORKSHOP,Agency Produced Event,Arts/Culture,AC&F,General Public,8,PM,2021-10-20 15:00:00,-73.9120243,40.8117387
3212,Recreation,ACF & Art Students League,10/20/2021 03:00:00 PM,Bronx,Park,Williamsbridge Oval Park,ACF ART WORKSHOP,Agency Produced Event,Arts/Culture,AC&F,General Public,19,PM,2021-10-20 15:00:00,-73.8763876,40.8776269
3213,Recreation,,10/21/2021 06:30:00 AM,Brooklyn,Park,Herbert Von King Park,Blade (1998),Community Based Event,Mobile Unit,M.U.T.S,General Public,80,AM,2021-10-21 06:30:00,-73.946732,40.689612
3214,Recreation,Dahlma Llanos-Figueroa City Artist Grantee,10/21/2021 11:30:00 AM,Bronx,Park,Poe Park,Daughters of the Stone Book Reading,Community Based Event,Arts/Culture,Summer 2020,Adults,5,AM,2021-10-21 11:30:00,-73.8945473,40.8648137
3215,Recreation,Bronx Historical Society,10/21/2021 01:00:00 PM,Bronx,Park,Poe Park,Reading of EA Poe's Annabel Lee,Agency Produced Event,Arts/Culture,,Adults,4,PM,2021-10-21 13:00:00,-73.8945473,40.8648137
3216,Recreation,"Arts, Culture, and Fun and The Jazz Foundation of America",10/21/2021 05:30:00 PM,Manhattan,Park,J. Hood Wright Park,ACF Latin Jazz,Community Based Event,Arts/Culture,AC&F,General Public,250,PM,2021-10-21 17:30:00,-73.941493,40.8463679
3217,Recreation,MOME,10/21/2021 06:00:00 PM,Manhattan,Park,St. Nicholas Park,MUTS: Under the Subway Film Festival,Community Based Event,Mobile Unit,M.U.T.S,General Public,35,PM,2021-10-21 18:00:00,-73.94874759999999,40.8174689
3218,Recreation,ADAPT Community Network,10/22/2021 11:00:00 AM,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,,Adaptive,12,AM,2021-10-22 11:00:00,-73.8945473,40.8648137
3219,Recreation,,10/22/2021 05:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Ghoulies Glow in the Dark Paint Night,Community Based Event,Arts/Culture,,General Public,48,PM,2021-10-22 17:00:00,-73.9756582,40.7361601
3220,Recreation,,10/22/2021 05:00:00 PM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Breast Cancer Awareness Day,Community Based Event,Fitness,Fitness,General Public,3,PM,2021-10-22 17:00:00,-73.9976262,40.7101922
